STATION,DATE,AWND,PRCP,TMAX,TMIN,WDF5,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21
USW00012918,2/25/2013,16.78,0,77,50,300,46.1,,,,,,,,,,,,1,,,1,,,
USW00012918,2/26/2013,11.86,0,65,46,290,40.9,,,,,,,,,,,,,,,,,,
USW00012918,2/27/2013,9.4,0,73,46,270,33.1,,,,,,,,,,,,,,,,,,
USW00012918,2/28/2013,9.4,0,58,45,350,25.1,,,,,,,,,,,,,,,,,,
USW00012918,3/1/2013,8.05,0,66,38,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,3/2/2013,12.3,0,58,40,310,36,,,,,,,,,,,,,,,,,,
USW00012918,3/3/2013,6.26,0,67,35,150,23,,,,,,,,,,,,,,,,,,
USW00012918,3/4/2013,15.21,0,79,57,220,38,,,,,,,,,,,,,,,,,,
USW00012918,3/5/2013,15.88,0,70,52,360,33.1,,,,,,,,,,,,,,,1,,,
USW00012918,3/6/2013,6.71,0,68,43,40,28,,,,,,,,,,,,,,,,,,
USW00012918,3/7/2013,6.71,0,68,43,110,25.9,,,,,,,,,,,,,,,,,,
USW00012918,3/8/2013,9.17,0,70,55,110,25.1,1,,,,,,,,,,,1,,,,,,
USW00012918,3/9/2013,12.08,0,75,62,150,33.1,,,,,,,,,,,,,,,1,,,
USW00012918,3/10/2013,13.2,0.43,69,53,340,31.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/11/2013,9.84,0,63,44,300,32,,,,,,,,,,,,,,,,,,
USW00012918,3/12/2013,2.24,0,72,39,150,15,,,,,,,,,,,,,,,,,,
USW00012918,3/13/2013,4.47,0,73,48,70,19.9,,,,,,,,,,,,,,,,,,
USW00012918,3/14/2013,6.49,0,73,47,150,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,3/15/2013,8.95,0,79,49,190,25.1,,,,,,,,,,,,,,,,,,
USW00012918,3/16/2013,10.96,0,80,57,160,28,,,,,,,,,,,,,,,,,,
USW00012918,3/17/2013,8.72,0,80,62,200,25.9,1,,,,,,,,,,,1,,,,,,
USW00012918,3/18/2013,6.26,0,89,69,10,21.9,1,,,,,,,,,,,1,,,,,,
USW00012918,3/19/2013,10.07,0,78,63,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,3/20/2013,12.3,0.11,77,57,40,36,,,1,,,,,,,,,,,,1,,,
USW00012918,3/21/2013,9.84,0,73,54,140,31.1,,,,,,,,,,,,,,,,,,
USW00012918,3/22/2013,8.5,0,83,67,210,23.9,,,,,,,,,,,,,,,,,,
USW00012918,3/23/2013,4.03,0,73,63,120,15,,,,,,,,1,,,,1,1,,1,,,
USW00012918,3/24/2013,17.22,0,68,49,320,38,1,,,,,,,,,,,1,,,,,,
USW00012918,3/25/2013,11.86,0,62,42,350,23,,,,,,,,,,,,,,,,,,
USW00012918,3/26/2013,8.5,0,64,42,330,23.9,,,,,,,,,,,,,,,,,,
USW00012918,3/27/2013,6.04,0,69,40,160,23,,,,,,,,,,,,,,,,,,
USW00012918,3/28/2013,7.16,0,72,57,130,21,,,,,,,,,,,,,,,,,,
USW00012918,3/29/2013,8.28,0.02,76,59,180,25.1,1,,,,,,,,,,,,,,1,,,
USW00012918,3/30/2013,7.83,0,80,64,140,21.9,,,,,,,,,,,,,,,,,,
USW00012918,3/31/2013,6.93,0.62,86,62,20,42.9,1,,1,,,,,,,,1,,,,,,,
USW00012918,4/1/2013,5.59,0,79,61,120,16.1,,,,,,,,,,,,,,,,,,
USW00012918,4/2/2013,9.84,1.56,73,63,310,40.9,,,,,,,,,,,,,,,,,,
USW00012918,4/3/2013,12.3,0.12,70,53,50,25.9,1,,,,,,,,,,,,,,,,,
USW00012918,4/4/2013,12.75,0,58,52,330,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/5/2013,5.59,0,71,47,350,23.9,,,,,,,,,,,,,,,,,,
USW00012918,4/6/2013,7.61,0,74,51,150,29.1,,,,,,,,,,,,,,,,,,
USW00012918,4/7/2013,9.17,0,78,61,150,25.9,,,,,,,,,,,,,,,,,,
USW00012918,4/8/2013,12.08,0,79,66,170,31.1,,,,,,,,,,,,,,,,,,
USW00012918,4/9/2013,14.32,0,81,69,150,32,,,,,,,,,,,,,,,,,,
USW00012918,4/10/2013,14.76,0.39,81,48,150,35.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/11/2013,9.62,0.99,71,44,350,31.1,,,,,,,,,,,,,,,,,,
USW00012918,4/12/2013,3.58,0,78,48,90,17,,,,,,,,,,,,,,,,,,
USW00012918,4/13/2013,6.93,0,75,52,110,25.9,1,,,,,,,,,,,,,,,,,
USW00012918,4/14/2013,5.82,0,83,58,150,21.9,1,,,,,,,,,,,,,,,,,
USW00012918,4/15/2013,8.5,0,79,68,110,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/16/2013,9.62,0,81,70,150,23,,,,,,,,,,,,,,,,,,
USW00012918,4/17/2013,11.86,0,77,72,140,28,,,,,,,,,,,,,,,,,,
USW00012918,4/18/2013,14.99,0.19,77,54,350,35.1,,,,,,,,,,,,,,,,,,
USW00012918,4/19/2013,14.32,0,68,48,360,32,,,,,,,,1,,,,,,,,,,
USW00012918,4/20/2013,6.26,0,67,43,80,21,,,,,,,,,,,,,,,,,,
USW00012918,4/21/2013,6.26,0,73,54,60,19.9,,,,,,,,,,,,,,,,,,
USW00012918,4/22/2013,5.37,0,78,55,110,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/23/2013,7.38,0,81,58,180,23.9,1,,,,,,,,,,,,,,,,,
USW00012918,4/24/2013,14.76,0,73,50,350,32,,,,,,,,,,,,,,,,,,
USW00012918,4/25/2013,11.86,0,74,57,30,25.9,,,,,,,,,,,,,,,,,,
USW00012918,4/26/2013,9.84,0,82,67,150,23,1,,,,,,,,,,,,,,,,,
USW00012918,4/27/2013,8.72,6.05,75,64,80,44.1,,,,,,,,,,,,,,,,,,
USW00012918,4/28/2013,6.04,0.26,80,64,150,31.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/29/2013,4.92,0,82,64,100,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/30/2013,5.37,0,82,66,320,21.9,,,,,,,,,,,,,,,,,,
USW00012918,5/1/2013,4.25,0,83,67,200,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/2/2013,15.21,0.15,77,52,320,36,1,,,,,,,,,,,,,,,,,
USW00012918,5/3/2013,16.11,0,69,49,340,38.9,,,,,,,,,,,,,,,,,,
USW00012918,5/4/2013,8.72,0,80,46,220,25.9,,,,,,,,,,,,,,,,,,
USW00012918,5/5/2013,8.95,0,73,55,360,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/6/2013,3.13,0,77,51,320,18.1,,,,,,,,,,,,,,,,,,
USW00012918,5/7/2013,4.92,0,85,59,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/8/2013,7.61,0,82,61,150,23.9,,,,,,,,,,,,,,,,,,
USW00012918,5/9/2013,8.5,0.02,78,70,170,23,1,,,,,,,,,,,,,,,,,
USW00012918,5/10/2013,8.28,2.65,78,65,330,32,,,,,,,,,,,,,,,,,,
USW00012918,5/11/2013,7.83,0,86,63,70,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,5/12/2013,8.95,0,81,65,50,21,,,,,,,,,,,,,,,,,,
USW00012918,5/13/2013,6.04,0,80,60,110,16.1,,,,,,,,,,,,,,,,,,
USW00012918,5/14/2013,7.38,0,81,60,160,21,1,,,,,,,,,,,,,,,,,
USW00012918,5/15/2013,8.28,0.13,80,67,140,23.9,1,,,,,,,,,,,,,,,,,
USW00012918,5/16/2013,9.62,0,83,71,170,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/17/2013,9.4,0,87,73,150,23.9,,,,,,,,1,,,,,,,,,,
USW00012918,5/18/2013,10.51,0,89,74,160,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/19/2013,12.3,0,88,75,140,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/20/2013,10.96,0,87,77,160,25.9,,,,,,,,,,,,,,,,,,
USW00012918,5/21/2013,10.07,0,87,76,160,30,,,,,,,,,,,,,,,,,,
USW00012918,5/22/2013,5.82,0,89,73,150,17,,,,,,,,,,,,,,,,,,
USW00012918,5/23/2013,6.49,0,89,73,160,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/24/2013,5.82,0,88,75,120,21.9,,,,,,,,,,,,,,,,,,
USW00012918,5/25/2013,6.71,0,86,73,150,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/26/2013,8.05,0,88,75,140,21.9,,,,,,,,,,,,,,,,,,
USW00012918,5/27/2013,9.62,0,87,72,160,23.9,,,,,,,,,,,,,,,,,,
USW00012918,5/28/2013,10.74,0,87,75,150,25.9,,,,,,,,,,,,,,,,,,
USW00012918,5/29/2013,10.74,0,86,76,150,28,,,,,,,,,,,,,,,,,,
USW00012918,5/30/2013,11.41,0.01,88,76,140,29.1,,,,,,,,1,,,,,,,,,,
USW00012918,5/31/2013,11.18,0,91,79,150,25.1,,,,,,,,,,,,,,,,,,
USW00012918,6/1/2013,9.62,0,92,78,210,25.9,,,,,,,,,,,,,,,,,,
USW00012918,6/2/2013,6.04,0.18,86,70,20,38,1,,,,,,,,,,,,,,,,,
USW00012918,6/3/2013,4.7,0,91,70,360,19.9,,,,,,,,,,,,,,,,,,
USW00012918,6/4/2013,4.47,0,92,71,190,19.9,,,,,,,,,,,,,,,,,,
USW00012918,6/5/2013,4.25,0,93,72,100,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,6/6/2013,5.82,0.51,95,73,20,35.1,,,,,,,,,,,,,,,,,,
USW00012918,6/7/2013,6.04,0,90,71,250,21.9,,,,,,,,,,,,,,,,,,
USW00012918,6/8/2013,4.92,0.02,91,71,200,36,,,1,,,,,,,,,,,,,,,
USW00012918,6/9/2013,4.92,0.09,89,74,260,30,,,1,,,,,,,,,,,,,,,
USW00012918,6/10/2013,3.58,0,92,71,110,25.1,,,1,,,,,,,,,,,,,,,
USW00012918,6/11/2013,5.59,0.14,92,75,140,29.1,,,,,,,,1,,,,,,,,,,
USW00012918,6/12/2013,6.26,0,93,76,230,19.9,,,,,,,,,,,,,,,,,,
USW00012918,6/13/2013,5.59,0,96,77,160,21.9,,,,,,,,,,,,,,,,,,
USW00012918,6/14/2013,4.03,0,96,76,180,15,,,,,,,,,,,,,,,,,,
USW00012918,6/15/2013,5.82,0,93,79,170,16.1,,,,,,,,,,,,,,,,,,
USW00012918,6/16/2013,7.16,0,96,75,170,21,,,,,,,,,,,,,,,,,,
USW00012918,6/17/2013,7.61,0,95,76,160,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/18/2013,6.71,0.26,95,75,70,23,,,,,,,,,,,,,,,,,,
USW00012918,6/19/2013,5.59,0.07,95,76,130,23,,,1,,,,,,,,,,,,,,,
USW00012918,6/20/2013,6.49,0,94,77,200,25.9,,,,,,,,,,,,,,,,,,
USW00012918,6/21/2013,5.82,0,95,76,190,17,,,,,,,,,,,,,,,,,,
USW00012918,6/22/2013,5.82,0,95,76,190,18.1,,,,,,,,,,,,,,,,,,
USW00012918,6/23/2013,6.93,0,95,77,190,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/24/2013,7.83,0.09,94,77,200,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,6/25/2013,7.61,0,95,79,160,25.1,,,,,,,,,,,,,,,,,,
USW00012918,6/26/2013,8.05,0,97,78,150,21.9,,,,,,,,,,,,,,,,,,
USW00012918,6/27/2013,5.59,0,98,77,160,21,,,,,,,,,,,,,,,,,,
USW00012918,6/28/2013,6.93,0,100,76,180,21,,,,,,,,,,,,,,,,,,
USW00012918,6/29/2013,8.28,0,105,79,280,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/30/2013,7.38,0,99,79,320,25.9,,,,,,,,,,,,,,,,,,
USW00012918,7/1/2013,7.38,0,92,75,30,32,,,,,,,,,,,,,,,,,,
USW00012918,7/2/2013,5.14,0,94,74,360,17,,,,,,,,,,,,,,,,,,
USW00012918,7/3/2013,4.7,0,94,74,240,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/4/2013,3.36,0,94,73,100,18.1,,,,,,,,1,,,,,,,,,,
USW00012918,7/5/2013,5.82,0,96,74,100,21.9,,,,,,,,1,,,,,,,,,,
USW00012918,7/6/2013,6.71,0,94,78,110,23,,,,,,,,,,,,,,,,,,
USW00012918,7/7/2013,6.49,0,91,79,150,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/8/2013,5.37,0,92,77,200,25.9,,,,,,,,,,,,,,,,,,
USW00012918,7/9/2013,6.26,0,96,76,150,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/10/2013,6.26,0,96,77,180,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/11/2013,6.26,0,97,76,190,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/12/2013,6.71,0,97,79,300,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/13/2013,4.25,0.15,101,77,330,36.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/14/2013,5.59,0,91,79,160,17,,,1,,,,,,,,,,,,,,,
USW00012918,7/15/2013,5.82,0.33,90,75,160,29.1,,,,,,,,,,,,,,,,,,
USW00012918,7/16/2013,8.72,0.08,90,75,90,23.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/17/2013,6.04,0.43,85,71,80,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/18/2013,6.26,0,93,75,120,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/19/2013,3.36,0.03,91,76,240,21,,,1,,,,,,,,,,,,,,,
USW00012918,7/20/2013,3.8,0.06,90,75,120,28,,,,,,,,,,,,,,,,,,
USW00012918,7/21/2013,7.61,0.21,88,75,160,25.9,1,,,,,,,,,,,,,,,,,
USW00012918,7/22/2013,9.17,0,95,78,200,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/23/2013,9.17,0,95,76,210,25.9,,,,,,,,,,,,,,,,,,
USW00012918,7/24/2013,7.61,0,96,75,230,23,,,,,,,,,,,,,,,,,,
USW00012918,7/25/2013,6.26,0,97,76,150,18.1,,,,,,,,,,,,,,,,,,
USW00012918,7/26/2013,8.28,0,97,75,190,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/27/2013,4.92,0.26,95,78,250,25.9,1,,,,,,,,,,,,,,,,,
USW00012918,7/28/2013,6.49,0.03,94,78,160,23,,,,,,,,,,,,,,,,,,
USW00012918,7/29/2013,7.61,0,96,75,170,23,,,,,,,,,,,,,,,,,,
USW00012918,7/30/2013,7.83,0,96,75,210,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/31/2013,5.82,0,98,74,160,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/1/2013,5.82,0,99,75,260,18.1,,,,,,,,,,,,,,,,,,
USW00012918,8/2/2013,4.92,0,96,77,180,21,,,,,,,,,,,,,,,,,,
USW00012918,8/3/2013,7.16,0,97,76,160,23,,,,,,,,,,,,,,,,,,
USW00012918,8/4/2013,6.71,0,96,78,170,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/5/2013,8.5,0,100,76,170,25.1,,,,,,,,,,,,,,,,,,
USW00012918,8/6/2013,9.4,0,99,75,170,25.1,,,,,,,,,,,,,,,,,,
USW00012918,8/7/2013,8.72,0,100,77,240,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,8/8/2013,6.26,0,97,74,160,23,,,,,,,,,,,,,,,,,,
USW00012918,8/9/2013,4.03,0,98,75,100,18.1,,,,,,,,,,,,,,,,,,
USW00012918,8/10/2013,3.8,0.15,93,76,350,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/11/2013,4.03,0,93,78,170,21.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/12/2013,6.04,0,95,77,150,21,,,,,,,,,,,,,,,,,,
USW00012918,8/13/2013,8.05,0,99,78,150,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/14/2013,5.59,0.47,99,74,40,31.1,,,,,,,,,,,,,,,,,,
USW00012918,8/15/2013,4.25,0.16,89,76,330,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,8/16/2013,3.8,0.52,95,72,340,53,,,,,,,,,,,,,,,,,,
USW00012918,8/17/2013,7.16,0,93,73,40,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/18/2013,4.92,0,91,72,30,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/19/2013,4.92,0,92,73,120,21,,,,,,,,,,,,,,,,,,
USW00012918,8/20/2013,2.91,0,87,75,180,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/21/2013,4.47,0,94,75,110,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/22/2013,4.25,0,94,78,100,18.1,,,,,,,,,,,,,,,,,,
USW00012918,8/23/2013,4.47,0,96,77,130,16.1,,,,,,,,,,,,,,,,,,
USW00012918,8/24/2013,8.05,0,95,79,70,23,,,,,,,,1,,,,,,,,,,
USW00012918,8/25/2013,10.51,0.11,85,77,70,23,,,,,,,,,,,,,,,,,,
USW00012918,8/26/2013,5.82,0.06,84,76,120,23,1,,,,,,,,,,,,,,,,,
USW00012918,8/27/2013,5.37,0,92,75,110,18.1,,,,,,,,1,,,,,,,,,,
USW00012918,8/28/2013,3.8,0,96,74,180,16.1,,,,,,,,,,,,,,,,,,
USW00012918,8/29/2013,5.37,0,98,76,180,21,,,,,,,,,,,,,,,,,,
USW00012918,8/30/2013,6.26,0,95,78,180,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/31/2013,4.47,0,95,75,200,18.1,,,,,,,,,,,,,,,,,,
USW00012918,9/1/2013,6.93,0,96,74,,,,,,,,,,,,,,,,,,,,
USW00012918,9/2/2013,5.14,0.64,97,76,190,49,,,1,,,,,,,,,,,,,,,
USW00012918,9/3/2013,4.25,0,96,76,170,17,,,,,,,,,,,,,,,,,,
USW00012918,9/4/2013,3.8,0,92,77,140,15,,,,,,,,,,,,,,,,,,
USW00012918,9/5/2013,5.14,0,94,78,90,23,,,1,,,,,,,,,,,,,,,
USW00012918,9/6/2013,6.49,0,92,78,120,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/7/2013,3.8,0.36,91,76,60,21,,,,,,,,,,,,,,,,,,
USW00012918,9/8/2013,4.47,0.01,90,76,120,18.1,,,1,,,,,,,,,,,,,,,
USW00012918,9/9/2013,6.26,0.02,91,76,130,25.1,,,1,,,,,,,,,,,,,,,
USW00012918,9/10/2013,6.04,0.32,90,75,110,25.9,,,,,,,,,,,,,,,,,,
USW00012918,9/11/2013,5.59,0,91,76,110,21,,,,,,,,,,,,,,,,,,
USW00012918,9/12/2013,5.82,0,93,77,90,25.1,,,,,,,,,,,,,,,,,,
USW00012918,9/13/2013,4.92,0,95,76,60,18.1,,,,,,,,,,,,,,,,,,
USW00012918,9/14/2013,5.82,0,93,76,100,19.9,,,,,,,,,,,,,,,,,,
USW00012918,9/15/2013,7.83,0,92,76,120,23,,,,,,,,,,,,,,,,,,
USW00012918,9/16/2013,7.38,0,93,79,10,40,,,1,,,,,,,,,,,,,,,
USW00012918,9/17/2013,6.93,0,94,77,80,23.9,,,,,,,,,,,,,,,,,,
USW00012918,9/18/2013,6.93,0,92,77,90,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/19/2013,4.92,0.61,90,78,110,29.1,1,,,,,,,,,,,,,,,,,
USW00012918,9/20/2013,4.92,1.69,86,74,190,30,,,,,,,,,,,,,,,,,,
USW00012918,9/21/2013,13.42,1.39,79,72,20,28,1,,,,,,,,,,,,,,,,,
USW00012918,9/22/2013,12.3,0,85,67,70,25.9,,,,,,,,,,,,,,,,,,
USW00012918,9/23/2013,7.38,0,88,70,60,17,,,,,,,,,,,,,,,,,,
USW00012918,9/24/2013,7.83,0,94,76,40,23,,,,,,,,,,,,,,,,,,
USW00012918,9/25/2013,3.13,0,95,69,170,15,,,,,,,,,,,,,,,,,,
USW00012918,9/26/2013,4.47,0,91,69,150,18.1,,,,,,,,,,,,,,,,,,
USW00012918,9/27/2013,7.38,0,87,74,130,23,,,,,,,,,,,,,,,,,,
USW00012918,9/28/2013,7.16,0.53,88,76,160,25.1,,,,,,,,,,,,,,,,,,
USW00012918,9/29/2013,5.14,0.38,84,77,180,21,,,,,,,,,,,,,,,,,,
USW00012918,9/30/2013,4.92,0,86,75,180,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/1/2013,5.37,0,86,75,180,21,,,,,,,,,,,,,,,,,,
USW00012918,10/2/2013,4.25,1.31,86,75,170,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/3/2013,3.8,0.39,88,74,150,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/4/2013,3.8,0,89,71,210,19.9,,,,,,,,,,,,,,,,,,
USW00012918,10/5/2013,5.14,0,93,68,350,25.1,,,,,,,,,,,,,,,,,,
USW00012918,10/6/2013,11.41,0.03,80,59,20,29.1,,,,,,,,,,,,,,,,,,
USW00012918,10/7/2013,5.14,0,81,57,20,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/8/2013,2.46,0,81,56,210,21,,,,,,,,1,,,,,,,,,,
USW00012918,10/9/2013,3.36,0,82,60,90,15,,,,,,,,,,,,,,,,,,
USW00012918,10/10/2013,4.7,0,86,64,110,21.9,,,,,,,,,,,,,,,,,,
USW00012918,10/11/2013,6.71,0,87,68,160,19.9,,,,,,,,,,,,,,,,,,
USW00012918,10/12/2013,4.92,2.16,89,71,80,44.1,,,,,,,,,,,,,,,,,,
USW00012918,10/13/2013,5.59,0.14,77,72,70,16.1,1,,,,,,,,,,,,,,,,,
USW00012918,10/14/2013,5.82,0,85,71,180,21.9,,,,,,,,,,,,,,,,,,
USW00012918,10/15/2013,4.7,0,86,71,,,1,,,,,,,,,,,,,,,,,
USW00012918,10/16/2013,7.38,0.01,78,64,350,17,1,,,,,,,,,,,,,,,,,
USW00012918,10/17/2013,6.93,0,78,62,360,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/18/2013,7.16,0.44,73,61,30,21.9,1,,,,,,,,,,,,,,,,,
USW00012918,10/19/2013,10.07,0.2,72,55,10,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,10/20/2013,3.13,0,75,50,150,13,,,,,,,,,,,,,,,,,,
USW00012918,10/21/2013,4.25,0.04,76,66,90,15,,,,,,,,,,,,,,,,,,
USW00012918,10/22/2013,7.61,0,77,57,10,19.9,,,,,,,,,,,,,,,,,,
USW00012918,10/23/2013,2.24,0,82,52,240,14.1,,,,,,,,,,,,,,,,,,
USW00012918,10/24/2013,0.67,0,83,55,100,12.1,,,,,,,,,,,,,,,,,,
USW00012918,10/25/2013,5.82,0,74,59,50,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/26/2013,6.26,0,80,57,160,17,,,,,,,,,,,,,,,,,,
USW00012918,10/27/2013,4.47,1.29,75,62,310,32,,,,,,,,,,,,,,,,,,
USW00012918,10/28/2013,5.59,0,82,63,150,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,10/29/2013,7.38,0,83,69,140,23.9,,,,,,,,,,,,,,,,,,
USW00012918,10/30/2013,10.29,1.06,81,74,150,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,10/31/2013,7.83,2.72,79,59,230,33.1,,,,,,,,,,,,,,,,,,
USW00012918,11/1/2013,5.37,0.3,79,55,170,25.9,,,,,,,,,,,,,,,,,,
USW00012918,11/2/2013,12.97,0,73,54,360,29.1,,,,,,,,,,,,,,,,,,
USW00012918,11/3/2013,6.71,0,69,48,100,21.9,,,,,,,,,,,,,,,,,,
USW00012918,11/4/2013,8.72,0.02,74,55,110,31.1,1,,,,,,,,,,,,,,,,,
USW00012918,11/5/2013,7.83,0,81,70,150,28,,,,,,,,,,,,,,,,,,
USW00012918,11/6/2013,10.29,0.01,83,55,360,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,11/7/2013,14.32,0,67,48,20,29.1,,,,,,,,,,,,,,,,,,
USW00012918,11/8/2013,7.16,0,65,50,80,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/9/2013,4.03,0,70,55,120,21,,,,,,,,,,,,,,,,,,
USW00012918,11/10/2013,5.59,0,75,56,20,15,,,,,,,,,,,,,,,,,,
USW00012918,11/11/2013,2.68,0,76,54,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,11/12/2013,15.21,0,74,48,30,35.1,,,,,,,,,,,,,,,,,,
USW00012918,11/13/2013,12.3,0,57,37,20,33.1,,,,,,,,,,,,,,,,,,
USW00012918,11/14/2013,6.04,0,63,41,110,17,,,,,,,,,,,,,,,,,,
USW00012918,11/15/2013,5.82,0,77,54,130,16.1,,,,,,,,,,,,,,,,,,
USW00012918,11/16/2013,8.28,0,81,63,170,25.1,,,,,,,,,,,,,,,,,,
USW00012918,11/17/2013,7.61,0,85,71,210,25.1,,,,,,,,,,,,,,,,,,
USW00012918,11/18/2013,8.05,0,78,65,70,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/19/2013,9.4,0,69,56,50,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/20/2013,8.72,0,72,54,110,21,,,,,,,,,,,,,,,,,,
USW00012918,11/21/2013,8.28,0.01,81,69,150,23,1,,,,,,,,,,,,,,,,,
USW00012918,11/22/2013,11.63,0.89,74,45,350,28,,,,,,,,,,,,,,,,,,
USW00012918,11/23/2013,15.88,0.1,50,44,20,32,1,,,,,,,,,,,,,,,,,
USW00012918,11/24/2013,14.76,0,50,44,50,31.1,,,,,,,,,,,,,,,,,,
USW00012918,11/25/2013,12.08,1.82,46,39,10,28,1,,,,,,,,,,,,,,,,,
USW00012918,11/26/2013,13.42,0.43,45,40,310,31.1,1,,,,,,,,,,,,,,,,,
USW00012918,11/27/2013,8.95,0,51,36,360,21.9,,,,,,,,,,,,,,,,,,
USW00012918,11/28/2013,4.25,0,55,34,,,,,,,,,,,,,,,,,,,,
USW00012918,11/29/2013,4.7,0,60,39,80,15,,,,,,,,,,,,,,,,,,
USW00012918,11/30/2013,4.47,0,69,42,60,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/1/2013,5.82,0,71,50,160,16.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/2/2013,8.72,0,77,60,210,29.1,,,,,,,,,,,,,,,,,,
USW00012918,12/3/2013,9.17,0,80,61,220,25.9,,,,,,,,,,,,,,,,,,
USW00012918,12/4/2013,7.16,0,81,64,210,28,,,,,,,,,,,,,,,,,,
USW00012918,12/5/2013,10.51,0,77,41,350,25.9,,,,,,,,,,,,,,,,,,
USW00012918,12/6/2013,16.33,0.01,43,36,340,30,1,,,,,,,,,,,,,,,,,
USW00012918,12/7/2013,11.41,0,39,35,350,23.9,,,,,,,,,,,,,,,,,,
USW00012918,12/8/2013,5.59,0,49,38,340,14.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/9/2013,10.51,0.08,49,42,350,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/10/2013,11.18,0,50,34,350,32,,,,,,,,1,,,,,,,,,,
USW00012918,12/11/2013,5.14,0,53,38,20,15,,,,,,,,,,,,,,,,,,
USW00012918,12/12/2013,6.93,0,55,39,30,21,,,,,,,,,,,,,,,,,,
USW00012918,12/13/2013,5.82,0.05,58,44,100,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/14/2013,13.2,0,61,41,320,35.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/15/2013,7.38,0,57,36,360,28,,,,,,,,,,,,,,,,,,
